max_train_acc,max_test_acc,final_train_acc,final_test_acc,t_train_fit,t_test_90,t_test_95,t_grok,grokking_like,run_id,seed,run_dir,initial_train_loss,final_train_loss
1.0,0.9937630295753479,1.0,0.987525999546051,50,16000,20000,20000,True,run_seed0_p31_tf0p5_quadratic_w512_lr0p003_wd1p0_init1p0,0,results/aim1_block_ntk/run_seed0,3.435943841934204,1.337130129286379e-06
